alert_description,verdict,artifact_location,app_package_name,version_code,apk_category,sast_tool_name,code_location,3rd_party_library_name,apk_size
"Found: ""SHA1""",1,com/google/android/gms/common/util/AndroidUtilsLight.java,alnima.wordshapes,3,5k-10k,CryptoGuard,Utilities,Guava,12152796
Found: Untrused PRNG (java.util.Random),0,kotlin/random/FallbackThreadLocalRandom$implStorage$1.java,alnima.wordshapes,3,5k-10k,CryptoGuard,others,unknown,12152796
Found: Untrused PRNG (java.util.Random),0,kotlin/random/KotlinRandom.java,alnima.wordshapes,3,5k-10k,CryptoGuard,others,unknown,12152796
Found: Untrused PRNG (java.util.Random),0,androidx/activity/result/ActivityResultRegistry.java,alnima.wordshapes,3,5k-10k,CryptoGuard,Android,androidx.arch.core::core-runtime,12152796
"Found: ""http://undefined/""",0,org/jsoup/helper/HttpConnection$Base.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,jsoup,5783758
"Found: ""SHA-1""",1,okio/HashingSink.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,okio,5783758
Found: Untrused PRNG (java.util.Random),0,androidx/transition/Explode.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Android,androidx.arch.core::core-runtime,5783758
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/measurement/zzef.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,Guava,5783758
Found: Untrused PRNG (java.util.Random),0,androidx/activity/result/ActivityResultRegistry.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Android,androidx.arch.core::core-runtime,5783758
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/measurement/internal/zzlb.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,Guava,5783758
Found: Untrused PRNG (java.util.Random),0,kotlin/random/KotlinRandom.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,others,unknown,5783758
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/ads/identifier/AdvertisingIdClient.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,Guava,5783758
Found: Untrused PRNG (java.util.Random),0,kotlin/random/FallbackThreadLocalRandom$implStorage$1.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,others,unknown,5783758
Found: Untrused PRNG (java.util.Random),0,org/jsoup/helper/DataUtil.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,jsoup,5783758
"Found: ""SHA-1""",1,okio/ByteString.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,okio,5783758
"Found: ""MD5""",1,okio/HashingSink.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,okio,5783758
"Found: ""MD5""",1,okio/Buffer.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,okio,5783758
"Found: ""MD5""",1,okio/ByteString.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,okio,5783758
"Found: ""MD5""",1,com/google/android/gms/measurement/internal/zzlb.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,Guava,5783758
"Found: ""SHA1""",1,com/google/android/gms/common/util/AndroidUtilsLight.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,Guava,5783758
"Found: ""SHA-1""",1,okio/Buffer.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,okio,5783758
"Found: ""SHA-1""",1,okio/HashingSource.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,okio,5783758
"Found: ""SHA1""",1,com/google/firebase/installations/local/IidStore.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,Guava,5783758
"Found: ""MD5""",1,okio/HashingSource.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,okio,5783758
Found: Untrused PRNG (java.util.Random),0,com/google/firebase/installations/Utils.java,andreasagap.ktelmakedonia,38,1k-5k,CryptoGuard,Utilities,Guava,5783758
"Found: Constant ""1489418796403""",0,com/google/android/gms/internal/zzdb.java,aplus.droitfiscal,37,5k-10k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,3041670
"Found: ""MD5""",1,com/google/android/gms/internal/zzagz.java,aplus.droitfiscal,37,5k-10k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,3041670
"Found: ""MD5""",1,com/google/android/gms/internal/zzhf.java,aplus.droitfiscal,37,5k-10k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,3041670
"Found: ""MD5""",1,com/google/android/gms/internal/zzaiy.java,aplus.droitfiscal,37,5k-10k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,3041670
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/zzcn.java,aplus.droitfiscal,37,5k-10k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,3041670
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/zzjj.java,aplus.droitfiscal,37,5k-10k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,3041670
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/ads/identifier/AdvertisingIdClient.java,aplus.droitfiscal,37,5k-10k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,3041670
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/zztj.java,aplus.droitfiscal,37,5k-10k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,3041670
"Found: ""MD5""",1,com/google/android/gms/internal/zzbx.java,aplus.droitfiscal,37,5k-10k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,3041670
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/zztj.java,aplus.strafrecht,37,<100,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,2959750
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/zzcn.java,aplus.strafrecht,37,<100,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,2959750
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/ads/identifier/AdvertisingIdClient.java,aplus.strafrecht,37,<100,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,2959750
"Found: ""MD5""",1,com/google/android/gms/internal/zzhf.java,aplus.strafrecht,37,<100,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,2959750
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/zzjj.java,aplus.strafrecht,37,<100,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,2959750
"Found: ""MD5""",1,com/google/android/gms/internal/zzbx.java,aplus.strafrecht,37,<100,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,2959750
"Found: ""MD5""",1,com/google/android/gms/internal/zzagz.java,aplus.strafrecht,37,<100,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,2959750
"Found: Constant ""1489418796403""",0,com/google/android/gms/internal/zzdb.java,aplus.strafrecht,37,<100,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,2959750
"Found: ""MD5""",1,com/google/android/gms/internal/zzaiy.java,aplus.strafrecht,37,<100,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,2959750
Found: Untrused PRNG (java.util.Random),0,com/onesignal/common/AndroidUtils.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/measurement/zzef.java,app.madamarket.android,6,500-1k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,14661531
Found: Untrused PRNG (java.util.Random),0,androidx/activity/result/g.java,app.madamarket.android,6,500-1k,CryptoGuard,Android,android.arch.work::work-runtime,14661531
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/measurement/internal/zzlb.java,app.madamarket.android,6,500-1k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,14661531
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/ads/identifier/AdvertisingIdClient.java,app.madamarket.android,6,500-1k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,14661531
"Found: ""MD5""",1,h4/b.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""SHA1""",1,vd/b.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""SHA1""",1,com/google/android/gms/common/util/AndroidUtilsLight.java,app.madamarket.android,6,500-1k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,14661531
"Found: ""SHA-1""",1,ba/k.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""SHA-1""",1,yd/n.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""MD5""",1,v9/k.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""SHA1""",1,b0/s.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""SHA-1""",1,io/sentry/d3.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""SHA1""",1,rj/b.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""MD5""",1,n9/d$a.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""SHA-1""",1,ad/f.java,app.madamarket.android,6,500-1k,CryptoGuard,others,unknown,14661531
"Found: ""MD5""",1,com/google/android/gms/measurement/internal/zzlb.java,app.madamarket.android,6,500-1k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,14661531
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/trackselection/RandomTrackSelection$Factory.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/upstream/cache/SimpleCache.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/ads/identifier/AdvertisingIdClient.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/source/dash/BaseUrlExclusionList.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/ads/internal/client/zzbc.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""1L""",0,com/google/android/exoplayer2/source/hls/HlsChunkSource.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,androidx/transition/Explode.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,android.arch.work::work-runtime,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzfhk.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzbuh.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/common/hash/Striped64.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,kotlin/random/FallbackThreadLocalRandom$implStorage$1.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,others,unknown,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/material/color/utilities/QuantizerWsmeans.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/trackselection/RandomTrackSelection$Factory.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzoa.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/source/ShuffleOrder$DefaultShuffleOrder.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzwb.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzwb.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/measurement/zzee.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,kotlin/random/KotlinRandom.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,others,unknown,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzwb.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/source/ShuffleOrder$DefaultShuffleOrder.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/analytics/DefaultPlaybackSessionManager.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,appinventor/ai_mmfrutos7878/Ancleaner/CepilloCacheCheck.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,developer_written,not_applicable,23089526
"Found: ""1000L""",0,com/google/android/exoplayer2/util/Util.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,appinventor/ai_mmfrutos7878/Ancleaner/CepilloSistemaArchivosCheck.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,developer_written,not_applicable,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzauu.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""MD5""",1,appinventor/ai_mmfrutos7878/Ancleaner/Cepillo.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,developer_written,not_applicable,23089526
"Found: Constant ""1727730429792""",0,com/google/android/gms/internal/ads/zzawd.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: Constant ""1727730429792""",0,com/google/android/gms/internal/ads/zzawd.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""-9223372036854775807L""",0,com/google/android/exoplayer2/source/hls/HlsSampleStreamWrapper.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""-9223372036854775807L""",0,com/google/android/exoplayer2/source/hls/HlsChunkSource.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""-9223372036854775807L""",0,com/google/android/exoplayer2/source/hls/HlsSampleStreamWrapper.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""SHA-1""",1,com/google/common/hash/Hashing$Sha1Holder.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""MD5""",1,com/google/android/gms/internal/consent_sdk/zzci.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""MD5""",1,com/google/android/gms/ads/internal/util/client/zzf.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""MD5""",1,com/google/android/gms/internal/ads/zzazl.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""MD5""",1,com/google/android/exoplayer2/source/rtsp/RtspAuthenticationInfo.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""MD5""",1,com/google/android/gms/ads/internal/util/client/zzf.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""MD5""",1,com/google/android/gms/internal/ads/zzatw.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""MD5""",1,appinventor/ai_mmfrutos7878/Ancleaner/Qherramientas.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,developer_written,not_applicable,23089526
"Found: ""MD5""",1,com/google/android/gms/ads/internal/util/client/zzf.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""MD5""",1,com/google/common/hash/Hashing$Md5Holder.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/source/ShuffleOrder$DefaultShuffleOrder.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
"Found: ""SHA1""",1,com/google/android/gms/common/util/AndroidUtilsLight.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,appinventor/ai_mmfrutos7878/Ancleaner/CepilloTemporalesCheck.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,developer_written,not_applicable,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/util/SntpClient.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,appinventor/ai_mmfrutos7878/Ancleaner/CepilloTotal.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,developer_written,not_applicable,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzwb.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/common/cache/Striped64.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/source/ShuffleOrder$DefaultShuffleOrder.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,appinventor/ai_mmfrutos7878/Ancleaner/CepilloRamCheck.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,developer_written,not_applicable,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/source/ShuffleOrder$DefaultShuffleOrder.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzfjg.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/exoplayer2/source/ShuffleOrder$DefaultShuffleOrder.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,com.google.android.gms::play-services-ads-base,23089526
Found: Untrused PRNG (java.util.Random),0,androidx/profileinstaller/ProfileInstallerInitializer.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,Android,android.arch.work::work-runtime,23089526
"Found: ""MD5""",1,appinventor/ai_mmfrutos7878/Ancleaner/Cepillo.java,appinventor.ai_mmfrutos7878.Ancleaner,188,>5M,CryptoGuard,developer_written,not_applicable,23089526
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzbvs.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/firebase/storage/v.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/ads/identifier/AdvertisingIdClient.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzawj.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/measurement/zzee.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzflk.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,org/apache/poi/ss/formula/atp/RandBetween.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/ads/internal/client/zzay.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,articulate/industrial/skill/Quiz/Activity_quiz.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,developer_written,not_applicable,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzxb.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,org/jsoup/helper/DataUtil.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,jsoup,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzxb.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzov.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzxb.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""MD5""",1,com/google/android/gms/internal/ads/zzavc.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/gms/internal/ads/zzxb.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""SHA1""",1,com/google/android/gms/common/util/AndroidUtilsLight.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""MD5""",1,com/google/android/gms/ads/internal/util/client/zzf.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""MD5""",1,com/google/android/gms/ads/internal/util/client/zzf.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""http://undefined/""",0,org/jsoup/helper/HttpConnection$Base.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,jsoup,13797481
"Found: Constant ""1708042440713""",0,com/google/android/gms/internal/ads/zzaxp.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: Constant ""1708042440713""",0,com/google/android/gms/internal/ads/zzaxp.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""RC4""",1,org/apache/poi/poifs/crypt/CipherAlgorithm.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""SHA1""",1,y5/b.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""MD5""",1,com/google/android/gms/internal/ads/zzbaz.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""SHA-1""",1,androidx/appcompat/widget/z.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Android,android.arch.work::work-runtime,13797481
"Found: ""SHA1""",1,org/apache/poi/poifs/crypt/HashAlgorithm.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""SHA-1""",1,org/apache/poi/poifs/crypt/HashAlgorithm.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""sha1""",1,org/apache/poi/poifs/crypt/HashAlgorithm.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""MD5""",1,com/google/android/gms/ads/internal/util/client/zzf.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""MD5""",1,org/apache/poi/hssf/usermodel/HSSFWorkbook.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""SHA-1""",1,h5/n.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""MD5""",1,com/google/android/gms/internal/consent_sdk/zzcl.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""HmacMD5""",1,org/apache/poi/poifs/crypt/HashAlgorithm.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""MD5""",1,org/apache/poi/poifs/crypt/HashAlgorithm.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""md5""",1,org/apache/poi/poifs/crypt/HashAlgorithm.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""MD5""",1,j6/e.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
"Found: ""rc4""",1,org/apache/poi/poifs/crypt/CipherAlgorithm.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,others,unknown,13797481
Found: Untrused PRNG (java.util.Random),0,com/google/android/material/color/utilities/QuantizerWsmeans.java,articulate.industrial.skill,25,100k-500k,CryptoGuard,Utilities,Gson,13797481
"Found: ""MD5""",1,com/google/android/gms/measurement/internal/zzkk.java,at.oamtc.cityguide,30700003,100k-500k,CryptoGuard,Android,com.google.android.gms::play-services-clearcut,126904829
